level,community,parent,nodes
0,0,-1,"['A C L', 'A-CTIVE ACCIDENTS', 'ADMIRABLE PEECES', 'ADOBE PDF', 'AGE', 'AGENT', 'AGENT COMMUNICATETH', 'AIRE', 'AL', 'ALEXANDER', 'ALITER', 'ALMAGEST', 'AMSTERDAM', 'ANIMALS', 'ANTICHRIST', 'ANTIENT', 'ANTONINE', 'APOLOGY', 'APPARATIONS', 'ARISTOTLE', 'ARMOUR', 'ART', 'ARTE NOTORIA', 'ARTIFICE', 'ARTIFICIAL COMPOSITION', 'ARTIFICIAL EXPERIMENTS', 'ARTIFICIAL INSTRUMENTS', 'ARTIFICIAL MEANS', 'ARTIFICIAL OPERATIONS', 'ARTIFICIAL OPERATIONS IMBRACE', 'ASTRONOMICAL INSTRUMENTS', 'AUTHOURS', 'AVICEN', 'BACON', 'BACONS', 'BAD EFFECTS', 'BARE EXTERNAL FORME', 'BARE GENERATION', 'BASILISK', 'BE', 'BEAST', 'BODIES', 'BODY', 'BRIDGES', 'BRITAIN', 'BURN BACKWARD', 'C O', 'CAEN', 'CASTLES', 'CAUSE', 'CAUSES', 'CAVERNS', 'CELESTIAL BODIES', 'CERTAIN BOUNDS', 'CERTAIN PRAYERS', 'CERTAIN STONE', 'CHAP', 'CHAPTERS', 'CHARIOT', 'CHARMES', 'CHARMS', 'CHURCHES', 'COFFERS', 'COLOURS', 'COMFORT OTHERS', 'COMPA-', 'COMPETENT QUANTITY', 'COMPLEAT LIE', 'COMPLEAT SILVER', 'COMPLEXION', 'CONCERNING', 'CONJURATIONS', 'CONSIDERATION WHEREOF', 'CONSTANTINE', 'CONSTANTINES', 'CONSTELLATION', 'CONTAGIOUS INFIRMITIES', 'COPY', 'CORPORAL DANGER', 'CORPOREAL FIGURES', 'COUNTREY', 'COUNTREYS', 'CREATURE', 'CREATURE HATH', 'CROWN', 'CURRUS', 'DAMNABLE PRACTICE', 'DE OFFICIIS SPIRITUUM', 'DEFILEDWITHMANY HAINOUS SINS', 'DELIGHTSOME VAPOURS', 'DEPRECATIONS', 'DIABOLICAL MAGICK', 'DILIGENT SEARCHER', 'DISCOVERY', 'DISCREET HEAD', 'DISCREET HEAD-PIECE', 'DIURNAL MOTION', 'DIVERS LEARNED MEN', 'DIVINE', 'DIVINITY', 'DOCTRINE', 'DOTH INFECT', 'DOTH REPORT', 'DR DEES', 'DRAGON', 'DRR', 'E N T', 'E R', 'E R N', 'E T T E R SENT BY FRIER ROGER BACON T', 'EFFECT', 'ENERGY', 'ENGINE', 'ENGLAND', 'ENGLISH', 'ENGLISH TONGUE', 'ENGLISHMAN', 'ERROURS', 'EVE-', 'EVIL COMPLEXION', 'EVIL EYE', 'EX', 'EXACT NOTICE', 'EXCITING COURAGE', 'EXCITING HOPE', 'EXPERIENCE TELS', 'EXPERIMENTS', 'EXTREAM CAUTELOUS HEREIN', 'EXTRINSECAL OBJECTS', 'FAMOUS AMONGST', 'FEAVER', 'FEBRIBUS', 'FEMALE PALM-TREES', 'FIGURATIONS', 'FIGURES', 'FLUENCES WORK', 'FORCEABLE IMAGINATIONS', 'FOURTH POPE', 'FRAMES', 'FRANCE', 'FRANCIS', 'FRANCISCAN MONK', 'FREE AIR HEREAFTER', 'FRIAR', 'FRIER', 'FRYER', 'FRYERS', 'FURTHEST ATTAINMENT', 'GABRIEL POWEL', 'GALEN', 'GARISON', 'GAZERS EFFECT', 'GIDEON', 'GLAS-SES', 'GLASSES', 'GOD', 'GREAT EFFICACY', 'GREAT EFFLUX', 'GREAT UNDERTAKINGS', 'GRECIAN', 'HANDSOME SLEIGHT', 'HEART', 'HEATHEN ASTRONOMER', 'HEAVENS', 'HEAVY THINGS', 'HEBREW TONGUES', 'HENCE', 'HENCE OVID', 'HIDEOUS NOISE', 'HOPE THOU WILT ADORE', 'HORSES', 'HOT IRONS', 'HUMANE AFFAIRS', 'HUMANE AUTHORITY', 'IGNIS GRACUS', 'IGNORANT CREW', 'IMPRESSIONS', 'IN', 'INANIMATE CREATURES', 'INANIMATE THINGS', 'INCREDIBLE DISTANCE', 'INCREDIBLE KNOWLEDGE', 'INEFFIBLE SPECTACLE', 'INESTIMABLE CRACKINGS', 'INESTIMABLE SWIFTNESSE', 'INFINITE OTHERS', 'INFINITE PRODIGIES', 'INFIRMITY YEELDS OBEDIENCE', 'INSTRUMENT', 'INSTRUMENTS', 'INTENT FANCIES', 'INVOCATION', 'INVOCATIONS', 'INWARD PARTS', 'IRON', 'ISAAC', 'JO', 'JOHN BALLEUS', 'JOHN GERHARD VOSSIUS', 'JOHN WECKER DR', 'JUDGE BETWIXT', 'JUDICIOUS EYE', 'JUGLER', 'KINGDOMS', 'L O', 'LAMPS', 'LATINE', 'LATITUDE', 'LEPROSIE', 'LEPROUS PERSON', 'LIB', 'LIBERAL BELIEF', 'LIGHTING', 'LIKE NATURE', 'LOAD-STONE', 'LOADSTONE', 'LOFTY HIGH FLOWN EXPRESSIONS', 'LONG LIFE', 'LONGITUDE', 'M O', 'MAGICAL', 'MAGICAL FOPPERIES', 'MAGICAL ILLUSIONS', 'MAGICIANS', 'MAGICK', 'MAGNIFICENT DESIGNE', 'MALTHA', 'MAN HOARSE', 'MAN PLEASETH', 'MANICLES', 'MANIFOLD EXPERIENCE HATH', 'MARES', 'MATHE-MATICIAN', 'MATHEMATICKS', 'MEDICANTE', 'MEDICINE', 'MEMORY', 'MEN', 'MENS TIME', 'MENSTRUOUS WOMAN', 'MERTON-COLLEDG', 'METEOR', 'MIDST WHEREOF', 'MIND HEREBY', 'MINUTE VOLUMNE', 'MIRABILI BUS MUNDI', 'MIRACLE', 'MIRANDULA', 'MONASTERY', 'MONK', 'MONKS', 'MOON', 'MORAL', 'MORANLICUS', 'MORNING', 'MOULDINGS', 'MOVES ARTIFICIALL', 'MULSUM', 'MUSICK', 'MUTUAL CONCURRENCE', 'MUTUAL DISPOSITION', 'MUTUAL IMBRACEMENT', 'N D', 'N G FRYER', 'N T E N T', 'NAPHTHA', 'NAT', 'NATURAL ACTIVITY', 'NATURAL COLOUR', 'NATURAL DIURNAL MOTION', 'NATURAL HEAT', 'NATURAL OPERATIONS', 'NATURAL VIRTUE', 'NATURE', 'NATURES', 'NECK', 'NECROMANCY', 'NEGROMACY', 'NETSCAPE HTML', 'NEW WORKS', 'NOBLE CORPOREITY', 'NORHERN', 'NOS', 'NOVEMBER', 'NULLITY', 'NUMB', 'O F', 'OCTAVIUS AUGUSTUS', 'OCTO SEILICET EX ADMIXTIONE ARGENTICUM AURO', 'OLD AGE', 'OLD DATE', 'OLD TESTAMENT', 'OLEUM', 'ONES THUMB', 'OPEN PASSAGES', 'ORAIONIS', 'ORIZONS', 'OTHERS WISDOME', 'OUTWARD MATTERS', 'OWN EXPERIENCE ASSURES', 'OWN ORDER', 'OWN VIRTUE', 'OXFORD', 'OYL', 'PARIS', 'PARTICULAR AGENTS', 'PARTICULAR PERSON', 'PATIENT', 'PECULIAR SEASONS', 'PECUS EARL', 'PERSPE-', 'PERSPECTIVE', 'PERSPECTIVE ARTIFICIAL EXPERIENCE', 'PERSPECTIVE ARTIFICIAL EXPERIMENTS', 'PETROLEI', 'PETROLEUM', 'PHANTASME', 'PHENIX', 'PHILOSOPHER', 'PHILOSOPHERS', 'PHILOSOPHERS EGGE', 'PHILOSOPHICAL', 'PHILOSOPHY', 'PHYSICAL FIGURATION', 'PHYSICIAN', 'PHYSICK', 'PLIN', 'PLINY', 'POISONOUS INFECTIOUS INFLUENCES', 'POLLIO', 'POLY', 'POPE CLEMENT', 'POPES', 'POPULAR', 'POSTERITY', 'PRACTICES WHEREIN', 'PRACTICKS', 'PRECIOUS STONES', 'PREFACE', 'PREJUDATE', 'PRESENCE EXHILERATE', 'PRESTIFEROUS BREATHINGS', 'PRIMITIVE VIRTUE', 'PRIMUS MODUS', 'PRINCIPAL AGENT DOTH', 'PRINTED', 'PRIVATE PROFIT', 'PROBATUMS', 'PROFESSOURS', 'PROLOGATION', 'PROLONGATION', 'PROPER BODY', 'PROPER OPPORTUNITIES', 'PRUDENT MAN', 'PRUDENT MEN', 'PUPILLA DUPLEX', 'PURE GOLD', 'PURE SPIRITS WHOLSOME', 'QUALITATIS', 'QUID', 'R T', 'RATIONAL SOUL', 'READ', 'READERS', 'REASON', 'REASONS', 'REGARD TRUTH', 'REGION', 'RELIGIOUS MEN', 'RIVERS', 'ROGER BACON', 'ROME', 'SAIL WITHALL', 'SALAMANDERS', 'SALT WATER VESSELS', 'SALTPETER', 'SCYTHIA', 'SEA TIDES', 'SEATOWNS', 'SECRET OPERATION O F', 'SECRET OPERATIONS', 'SECRET PLACES', 'SECRETS', 'SELDEN', 'SELECT SEASONS', 'SENSIBLE CREATURES', 'SENSIBLE PROFIT', 'SEPTEM MODI AURI', 'SICK PERSONS', 'SIGILLIS', 'SIMON MILLER', 'SINT DECEM', 'SIXTEEN PARTS', 'SOLIN', 'SOLINUS', 'SOLOMON', 'SOUL CONQUERS', 'SOUL SINFUL', 'SOULDIER', 'SPECIES', 'SPECIOUS TITLES', 'SPEECH', 'SPIRIT', 'SPIRITS', 'ST PAULS CHURCH-YARD', 'ST PAULS CHURCHYARD', 'STARRE', 'STARRES', 'STRANGE WORKS', 'STRONG AFFECTIONS', 'STRONG BODY', 'STRONG FANCY', 'STRONG INTELLECT', 'SUBJECT', 'SUBLIMATE POWERS', 'SUBTIL UNTO', 'SUCH ADMIRABLE OPERATIONS', 'SUCH BASTARD BIRTHS', 'SUCH BASTARD BURDENS', 'SUCH BOOKS', 'SUCH INTENTION', 'SUCH MATERIALS', 'SUCH MEN', 'SUCH NATURAL INSTRUMENTS', 'SUCH OPERATIONS', 'SUCH PERSONS', 'SUCH SECRETS', 'SUCH SPIRITS', 'SUCH STUFF', 'SUCH THINGS', 'SUCH WON-DERFULL THINGS', 'SUCH WORK', 'SUN', 'SUPERFLUOUS SUBJECTS', 'T H E', 'T H E J U D G', 'T H E READER', 'T H E TRANSLATOR T', 'T U R E', 'TECHNE', 'TERTIA SPECIE', 'TESTIMONY', 'TEXT', 'THING HITHERTO', 'THINGS EMIT', 'THINGS HEAT', 'THINGS LIE', 'THUNDER', 'THY READING', 'TIMES PAST', 'TIMES WHEREIN', 'TO', 'TRANSCRIBED', 'TRUTH THEREIN', 'TRYAL', 'TWENTIETH DEGREE', 'UNWORTHY GENERATION', 'VAST ARMY', 'VAST ERROUR', 'VAST LEARNING', 'VAST MISTAKE', 'VASTER BENEFIT', 'VEGETAB', 'VEHEMENT DESIRE', 'VEHEMENT FANCY', 'VIGILIA', 'VIRTUE', 'VIRTUES', 'VIVA MAGNUM HABET VIRTUTEM', 'VOCALE', 'VOX', 'VULGAR CAPACITY', 'WAY ACCOMPLISHT', 'WEIGHTS', 'WHATSOEVER ACTS', 'WHILE DISCOURSE', 'WHOLE ARMY', 'WHOLE POWER', 'WHOLE ROMAN ARMY', 'WHOLESOME COMPLEXION', 'WHOLSOME CONSTITUTION', 'WILLIAM', 'WISDOME', 'WISE MAN', 'WISE MEN', 'WISE MEN ACCORD', 'WISER SORT', 'WOLF', 'WORDS', 'WORKES', 'YEA STARRES SHINE', 'YEELD ASSISTANCE', 'YOUNG MAN', 'YOUNG MEN']"
0,1,-1,"['ABRAHAM', 'ABSTUSER PARTS', 'ACCIDENTAL', 'ACCIDENTAL PASSIONS', 'ACUTE THINGS', 'ACUTE WATER', 'ACUTE WATERS', 'ADAM', 'ADJUNGE', 'ADMIRABLE SPLENDOUR', 'ADVERG', 'AERY HUMOUR', 'AFTER', 'AGREEMENT', 'AL-', 'ALBUMAZAR', 'ALIO EXEMPLO', 'ALKALI', 'ALMANNUS', 'ALMONDS', 'ALPHABETICALLY DIGESTED', 'AMERICA', 'ANATOMY', 'ANDREWS', 'ANGLICE', 'ANTIDOTE', 'ANTIQUIT', 'APPOONIUS', 'AQUA', 'AR-', 'ARABIANS', 'ARGENTUM', 'ARGENTUM VIVUM', 'ARMONIACK', 'ARS NOTORIA', 'ARSNICK', 'ART NATURE', 'ARTESIUS', 'ASSE', 'ASSISTANCE', 'ASTROLOGERS', 'ASTROLOGY THEOLOGIZED', 'ASTRONOMY', 'ATRIMENTUM', 'ATTI', 'ATTRAMENTIS', 'AULUS GELLIUS', 'AVERRHO', 'BABES', 'BAJULUS REGIS SICILIE', 'BALL', 'BEGET SONNES', 'BIBLE', 'BIRTH', 'BRASS', 'BRETHERN', 'BRITANNY', 'BUBULIO FACTUS EST', 'BUSIE AMONGST', 'CA-', 'CABINET UNLOCKT', 'CALDEES', 'CALX', 'CAMPHORE', 'CANTICLES', 'CAPTIVE', 'CENSURES', 'CEREMONIES', 'CERTAIN LIQUOR', 'CHAPTER BOOKS', 'CHARACTERS', 'CHARITY', 'CHARLES', 'CHAWBUT', 'CHIRURGERY', 'CHLOE', 'CHRIST', 'CHRIST-CHURCH CANT', 'CHRISTENDOME', 'CHURCH-YARD', 'CHYMISTRY', 'CHYRURGERY', 'CHYRURGION', 'CIVIL POLICY', 'CLAVEM', 'CLAVES', 'CLEAR DISCOVERY', 'CLIVIA', 'CLOWNS', 'COELESTIAL NATURE', 'COLLATIONE SAPIENTUM', 'COMBATE', 'COMEDY', 'COMMON ACCOUNT', 'COMMON CONCEPTION', 'COMMON OIL', 'COMMON THINGS', 'COMPANION', 'CONFESSION', 'CONGREGATIONALL', 'CONJUNCTIVE SUBSTANCE', 'CONQUEROUR', 'CONQUEST', 'CONSIDERABLE POINTS', 'CONTERMINA', 'CONTRARY THING', 'CORRUPT COMPLEXION', 'COUNTREYMAN', 'CRASHAW', 'CREPUX-', 'CRYSTALLINE SERENITY', 'CURE', 'CUSTOMES', 'DAPHNIS', 'DAVID HUME', 'DAYES WISE MEN', 'DE', 'DEATH', 'DECAY', 'DEEP MYSTERIES', 'DEEST', 'DEEST ERGO', 'DEFENCE', 'DELUSIONS', 'DEVILS CONQUERED', 'DEW', 'DICTIONARY', 'DILIGENT PURIFICATION', 'DIOCESANS TRIAL', 'DIS-', 'DISEASES INCIDENT', 'DIVIDE', 'DIVINE INSTITUTION', 'DIVINE MEDITATIONS', 'DIVINES', 'DOCTOR LIGHTFOOT', 'DR DEES EDITION', 'DR STOUGHTOUS', 'DREXELIU', 'DREXELIUS', 'DRINK', 'DRY PARTS', 'DUODECIM', 'DUTCH', 'EA-', 'EATON COLLEDGE', 'ECCLESIASTICK', 'ED', 'EDM', 'EGGE', 'EIGHTY YEARS', 'ELECT', 'EMBASSADOURS', 'EMPEROUR', 'ENCREASE', 'ENGLISHED', 'ERASTUS', 'ET', 'ETHICUS ASTRONOMUS', 'ETHNICK', 'ETHNICK ASTRONOMER', 'EVACUATION', 'EVERARD', 'EVIL', 'EXCOMMUNICATION', 'EXPERIMENTAL TREATISE', 'F O', 'FACE WITHALL', 'FAITH', 'FAREWELL', 'FASCICULUS FLORUM', 'FASTING', 'FATHER', 'FEAVERS', 'FEAVOR', 'FECIS', 'FELIX WORTZ', 'FIERY VIRTUE', 'FIGURATIVE WORDS', 'FIRE RESOLVES', 'FIRE SEPARATES', 'FIXT PROPORTION', 'FLEECE', 'FLORUS ANGLICUS', 'FORE-SAID OYL', 'FORESAID METALS', 'FRIER BACON', 'FUGITIVE SERVANT', 'GAIUS', 'GAMALIEL', 'GAMDENS REMAINS', 'GENT', 'GEO', 'GEOMETRICAL CHARACTERS', 'GEORGE STROAD', 'GERMANY', 'GIORDANO BRUNO', 'GOATS-SKINS', 'GODSCROFT', 'GOLDEN VESSEL', 'GOOD WAY', 'GOSPEL', 'GRALLE', 'GRAMMAR', 'GRAY HAIRES', 'GREAT IMPOSSIBILITY', 'GREAT KING', 'GREAT OBSCURITY AMONGST', 'GRETIS POEMATA', 'GRISE KNIGHT', 'HAMBURG', 'HARMONIOUS CONSENT', 'HARTS', 'HATH POWER', 'HATH SHUT', 'HEALTH EXACTS', 'HEAVEN', 'HEAVENLY SEAL', 'HEBREW', 'HEBREW TONGUE', 'HEBREWES', 'HEBREWS', 'HEE', 'HEINSIUS', 'HELVICUS COLLOQUIES', 'HERBERTS DEVOTIONS', 'HERBS', 'HEREUPON ARTEFIUS', 'HERMES TRISMEGISTUS', 'HIGH TIME', 'HINDE', 'HIPPOCRATES', 'HISTORICALL COLLECTIONS', 'HISTORY', 'HOT LIQUOR', 'HOT PLACE', 'HOT WATER', 'HOT WATERS', 'HUMIDITY OVERFLOWS', 'IDIOISMES', 'IDOL', 'IGNORANT HEREOF', 'IN-', 'INGENIOUS HEADS', 'INSENSIBILE', 'INTERIOUR PARTS', 'INTRODUCTORII MAJORIS', 'IRON AGE', 'ISFIELD', 'JAMES', 'JOHN GLUMBLEDON', 'JOHN NICHOLSON', 'JOSEPHUS', 'JUNIPER LECTURE', 'KEEPER', 'LAMBERT WOOD', 'LAMY MINISTER', 'LANDS', 'LARGE OCTAVO', 'LATE', 'LATE UNHAPPY DIFFERENCES', 'LAXATIVE MEDICINE', 'LEAD', 'LETTERS ALTOGETHER', 'LETTERS ASSURES', 'LETTICES', 'LIGHT ASSATION', 'LIGHTNING', 'LINES', 'LINGUS', 'LOND', 'LONDON', 'LOVES', 'LOZIO', 'MA-', 'MAJESTY', 'MAJOR PART', 'MAN KIND', 'MAN SHUTTS', 'MANIFOLD INCONVENIENCE', 'MANNER', 'MANS BODY', 'MANS REDEMPTION', 'MARKES', 'MARRINERS COMPANION', 'MARY', 'MATTER HATH', 'ME-', 'MEAT', 'MED', 'MEDITATIONS', 'MEDIUM', 'MEER HUMANE', 'MELANCHOLIA', 'MEN AFFIRME', 'MESSIAH MAG-', 'METHODICAL PROCEDURE', 'MILITARY GOVERNMENT', 'MIND', 'MIND RESTS', 'MINERALS', 'MIRACLES', 'MIRTH', 'MO-', 'MOIST FIRE', 'MOIST PLACE', 'MOLLIUS', 'MONARCHIES', 'MORTALITY', 'MOTION', 'MOULIN', 'MR PAUL DAINE', 'MR PINCHIN', 'MUSCOVIA', 'MYSTERY', 'NAL UPRIGHTNESS', 'NATION', 'NATURAL UNION', 'NECESSARIES', 'NEW TESTAMENT', 'NI FALLOR MALE IMPRIMITUR AUT DEBET ESSE PURA AUT PUTRES', 'NICHOLAS LOCKYER', 'NIGHT-SEARCH', 'NINEVEH', 'NOCT', 'NON MORI', 'OBJECTION', 'OBSERVATIONS', 'OBSTINATE', 'OINTMENT', 'OLIBANUM', 'OLIO', 'ONES ACTION', 'ORDINARY AGE', 'ORDINARY CAPACITY', 'ORDINARY TRUTHS', 'OVID', 'OWN FANCY', 'OWN INGENUITY', 'OX', 'OYLS', 'PANACEA', 'PARTICULATE MAN', 'PARTS THEREOF', 'PASSIONS', 'PAUL', 'PAUL BAINE', 'PAULS CHURCH-YARD', 'PEARL', 'PEARLES', 'PEARLS', 'PEDIGREE', 'PHILOSO', 'PHOENIX', 'PHYSICALL RARITIES', 'PIETY', 'PIOUS MAN', 'PISTILLO', 'PLAIN COUNTRY MEN', 'PLAIN EXPOSITION', 'PLATO', 'PLOW-MAN', 'POINTS', 'POLITICK', 'PONTO', 'POOR MANS', 'POPERY', 'PORTER', 'POSITION', 'POSITIVE PERIOD', 'POSSELIUS APOTHEGMES', 'POTENCIES EXCLUDES ACTION', 'POTENS', 'PRAYER', 'PRAYERS USEFULL', 'PREVIOUS', 'PRINCIPLE POUDER', 'PRINCIPLES', 'PRISONER', 'PROPER CORRUPTION', 'PROPER ENDS', 'PROPER MALADY', 'PROPER PRINCIPLES', 'PROTESTANT REFORMED CHURCHES', 'PROVERBS', 'PROVOST', 'PURE HUMIDITY', 'PYRAMID', 'QUADRATURE', 'QUARTO', 'QUARTO SMALL', 'QUEENS', 'R T E', 'READY SET', 'REASONABLE MEN', 'REBELLION', 'RECONCILED', 'RECONCILER', 'REFORMATION', 'REGIMENT', 'REIGN', 'REIGNE', 'RELATION', 'RELIGION', 'REMANEANT', 'RENDING CHURCH-MEMBER REGULARLY', 'REPENTANCE', 'RESOLUTION', 'RESOLVE', 'REST', 'RESURRECTION', 'RETENTION', 'REVOLUTION', 'RIGHT SERIES', 'RIGHT USE', 'RITORIOUS PRICE', 'ROGER BACON INDEX', 'ROMANCE', 'RUSSIA', 'SACRED TEXTS', 'SAFFRON-CHEESE', 'SAINTS', 'SAMUEL RUTHERFORD PROFESSOR', 'SARACENS', 'SARCOCOLLA', 'SCHEAMS', 'SCOTLAND', 'SCRIPTURE', 'SEAMAN', 'SECRETA SECRETARUM', 'SENSIBLES', 'SHEEPS-PELTS', 'SHRUB', 'SIBBS', 'SICILY', 'SIGNIFICATA', 'SIGNS', 'SILENT HEREIN', 'SIR RICHARD BAKER', 'SIR ROBERT', 'SLEEP', 'SLIGHT FIRE', 'SMALL FOLIO', 'SMALL OCTAVO', 'SMALL VALUE', 'SMITH', 'SMITTEN ASUNDER', 'SOLD', 'SONNE', 'SOPHISMES', 'SOULS PRO-', 'SOUTHWATER', 'SOVEREIGNE', 'SPA', 'SPAIN', 'SPECIAL COMMAND', 'SPIRITS TOUCH-STONE', 'SPURRE', 'ST ANDREWS', 'ST MATHEWS GOSPEL', 'STIRRUP MATHEMAT', 'STONE', 'STONE IBERUS', 'STONE TAGI', 'STONE TAGUS', 'STONES', 'STRONG CONTRITION', 'STRONG MOTION', 'SUCH ACUTE THINGS', 'SUCH EXCELLENT MATTERS', 'SUCH SUFFICENCIES', 'SUCH WEIGHTY CONSEQUENCE', 'SULPHUR FUSIBILE', 'SUNNE', 'SUPREAM PRINCE', 'SURGERY', 'SUSSEX', 'SWANSEY', 'SWEET WATER', 'TEMPERATE ACUTENESSE', 'TERMINUS', 'TERMINUS OVI', 'TERRESTREITAS', 'THO', 'THORNHILL', 'TIMBER', 'TIN', 'TONGUE', 'TRIANGLES', 'TRUE GOVERNMENT', 'TRUMPET', 'TRYALL HEREOF', 'TUM', 'U R UV', 'ULTIMATE CIRCUIT', 'UNIONE', 'UNIVERSAL MEDICINE', 'UNIVERSAL QUADRANT', 'URINE', 'USEFUL INSTRUCTIONS', 'UT', 'UTRIET SULPHURIS', 'UTTERMOST LIMIT', 'VARIOUS OPERATIONS', 'VEHEMENT UNION', 'VENUS', 'VIGERIUS PRECEPTES', 'VIGINTI QUAT', 'VIR', 'VISIONS', 'VOWELS', 'VULGAR CONCEPTIONS', 'VULGAR SUBJECTS', 'WAKING', 'WARRES', 'WAT TILER', 'WATERHOUSE ESQ', 'WAY PURIFICATION', 'WAYES INCOMPLEAT', 'WHEREFORE ABBREVIATION', 'WHOLE BODY', 'WHOLE FIERY VIRTUE', 'WHOLE FLEET', 'WHOLE FRY', 'WHOLE WEIGHT', 'WHOLSOM EXALTATION', 'WILL ASTERSOLL', 'WILLOW', 'WISE MEN ALTOGETHER REJECT', 'WISE MENS', 'WOODS', 'WORK ALWAYES', 'WRITING', 'WRITINGS']"
