source,target,weight,text_unit_ids
5TH CHAPTER,TRANSMUTATION,2.7331606912463438e-05,[0]
5TH CHAPTER,TREVISA,2.7331606912463438e-05,[0]
5TH CHAPTER,TREVISAN,2.7331606912463438e-05,[0]
5TH CHAPTER,TRUE BODY,2.7331606912463438e-05,[0]
5TH CHAPTER,TRUE GENERATION,2.7331606912463438e-05,[0]
5TH CHAPTER,TRUE SCOPE,2.7331606912463438e-05,[0]
5TH CHAPTER,TRUMPET,2.7331606912463438e-05,[0]
5TH CHAPTER,TRUTH,2.7331606912463438e-05,[0]
5TH CHAPTER,TURBA,2.7331606912463438e-05,[0]
5TH CHAPTER,TURBA PHILOSOPHORUM,2.7331606912463438e-05,[0]
5TH CHAPTER,UNCERTAIN NOTE,2.7331606912463438e-05,[0]
5TH CHAPTER,UNCHANGEABLE LAW,2.7331606912463438e-05,[0]
5TH CHAPTER,UNIVERSAL MATTER,2.7331606912463438e-05,[0]
5TH CHAPTER,VEGETABLE LIQUID,2.7331606912463438e-05,[0]
5TH CHAPTER,VENERABLE EARS,2.7331606912463438e-05,[0]
5TH CHAPTER,VISCOUS SUBSTANCE,2.7331606912463438e-05,[0]
5TH CHAPTER,WANTON SERPENT,2.7331606912463438e-05,[0]
5TH CHAPTER,WARM WATER,2.7331606912463438e-05,[0]
5TH CHAPTER,WATER ACTS,2.7331606912463438e-05,[0]
5TH CHAPTER,WAYS,2.7331606912463438e-05,[0]
5TH CHAPTER,WHITE HOT ASHES,2.7331606912463438e-05,[0]
5TH CHAPTER,WHITE INCUMBUSTIBLE SULPHUR,2.7331606912463438e-05,[0]
5TH CHAPTER,WHITE SULPHUR,2.7331606912463438e-05,[0]
5TH CHAPTER,WHITE WOMAN,2.7331606912463438e-05,[0]
5TH CHAPTER,WHOEVER NEGLECTS,2.7331606912463438e-05,[0]
5TH CHAPTER,WHOLE DIFFICULTY,2.7331606912463438e-05,[0]
5TH CHAPTER,WHOLE LIFE,2.7331606912463438e-05,[0]
5TH CHAPTER,WHOLE PROCESS,2.7331606912463438e-05,[0]
5TH CHAPTER,WHOLE SPHERE,2.7331606912463438e-05,[0]
5TH CHAPTER,WHOLE WORK,2.7331606912463438e-05,[0]
5TH CHAPTER,WHOSOEVER DRINKS,2.7331606912463438e-05,[0]
5TH CHAPTER,WONDERFUL LIQUID,2.7331606912463438e-05,[0]
5TH CHAPTER,WORDS,2.7331606912463438e-05,[0]
5TH CHAPTER,ZALENTUM,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ACCOMPLISHES GEAT MARVELS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ACTIVE ELEMENTS,2.7331606912463438e-05,[0]
ACCIDENTAL DIFFERENCES,ACTIVE FORCE,2.7331606912463438e-05,[0]
