title,frequency,text_unit_ids
GREAT CONFLAGRATION,1,[0]
GREAT DELUGE,1,[0]
GREAT HONOUR,1,[0]
GREAT INTERSTICES,1,[2]
GREAT JOY,1,[4]
GREAT LOVERS,1,[0]
GREAT MASS,1,[3]
GREAT NUMBER,1,[2]
GREAT PAIN,1,[4]
GREAT PRINCIPLE,1,[2]
GREAT TENDONS,1,[4]
HAIR SPRANG,1,[3]
HAPPY TEMPERAMENT,1,[0]
HARD SKIN,1,[3]
HEAD HAIRY,1,[3]
HEAT CHANGES,1,[4]
HEAVEN,1,[1]
HEAVY LIGHT,1,[4]
HEAVY PARTICLES,1,[2]
HELIOS,1,[0]
HELLENE,1,[0]
HELLENES,1,[0]
HEPHAESTUS,1,[0]
HERACLEAN,1,[4]
HERACLES,1,[0]
HERMES,1,[1]
HERMOCRATES,1,[0]
HERMOCRATES SOCRATES,1,[0]
HESIOD,1,[0]
HIGH DEGREE,1,[0]
HINDER PART,1,[1]
HOLLOW PARTS,1,[4]
HOLLOW SPHERES,1,[3]
HOMER,1,[0]
HONOURABLE OFFICES,1,[0]
HOTTER AIR,1,[4]
HUMAN BODY,1,[3]
HUMAN LIFE,1,[0]
HUMAN NATURE,2,"[1, 4]"
HUMAN RACE,1,[3]
HUMAN SOUL,2,"[1, 4]"
IDEAL ANIMAL,1,[1]
IGNORANT MIND,1,[2]
IMAGE ETERNAL,1,[1]
IMITATES ETERNITY,1,[1]
IMMORTAL PRINCIPLE,2,"[1, 3]"
IMMORTAL SOUL,1,[1]
IMPARTS GROWTH,1,[4]
IMPERFECT THING,1,[0]
IMPRESS FIGURES,1,[2]
IMPROPER EXPRESSION,1,[2]
INACCURATE MODES,1,[1]
INDEFINITE EXPRESSION,1,[2]
INDELIBLE PICTURE,1,[0]
INDISSOLUBLE CHAINS,1,[1]
INDISSOLUBLE UNION,1,[2]
INEVITABLE ACCIDENTS-COMES,1,[4]
INEXPLICABLE MANNER,1,[2]
INFERIOR CITIZENS,1,[0]
INFERIOR NATURE,1,[3]
INFERIOR PARTS,1,[3]
INFERIOR SOUL,1,[3]
INFINITE DISEASES,1,[4]
INFINITE FORMS,1,[2]
INFINITE NUMBER,2,"[0, 2]"
INFINITE VARIETIES,1,[4]
INFLAMMATORY DISEASES,1,[4]
INNER BONES,1,[3]
INNER CIRCLE,1,[1]
INNER FIRE FLASHES,1,[3]
INNER MOTION,1,[1]
INSATIABLE GLUTTONY,1,[3]
INTELLECTUAL PURSUIT,1,[4]
INTELLIGENT MOTION,1,[1]
INTELLIGENT NATURE,1,[1]
INTELLIGENT REVOLUTION,1,[1]
INTELLIGENT VOTARY,1,[1]
INTELLIGIBLE ANIMAL,1,[1]
INTELLIGIBLE BEINGS,1,[0]
INTELLIGIBLE CREATURES,1,[0]
INTELLIGIBLE ESSENCE,1,[2]
INTERMEDIATE ELEMENTS,1,[2]
INTERMEDIATE KIND,1,[1]
INTERMEDIATE NATURE,2,"[2, 3]"
INTERMEDIATE STATE,1,[3]
INTERNAL FIRE,1,[1]
INTERNAL FLAME-TO,1,[4]
INTERNAL FOUNTAIN,1,[4]
INTERNAL WARMTH,1,[3]
INTRICATE VARIETIES,1,[3]
INTRODUCES RHEUMS,1,[4]
INVISIBLE SOUL,1,[1]
INWARD MOTIONS,1,[1]
IRRATIONAL MOB,1,[1]
IRRATIONAL PLEASURE,1,[1]
IRRATIONAL SENSE,1,[3]
IRRESISTIBLE IMPRESSIONS,1,[1]
ISOSCELES TRIANGLE,1,[2]
ITALY,1,[0]
JOINT EFFECT,1,[3]
JUPITER,1,[1]
KEPMA,1,[2]
KEPMATIZEI,1,[2]
LARGE BODY,1,[4]
LARGE MASS,1,[2]
LARGE ONES,1,[2]
LARGE SORT,1,[3]
LAW TESTIFIES,1,[2]
LEARNING ARITHMETIC,1,[1]
LEEK GREEN,1,[3]
LEFT SIDE,1,[1]
LEFT-HAND SIDE,1,[3]
LEPROUS ERUPTIONS,1,[4]
LESSER BENEFITS,1,[1]
LESSER NUMBERS,1,[0]
LESSER ONES,1,[0]
LESSER ORBIT,1,[1]
LESSER ORBIT-THOSE,1,[1]
LESSER PARTS,1,[4]
LESSER SIDE,1,[2]
LESSER WEELS,1,[4]
LIBYA,1,[0]
LIGHT PARTICLES,1,[2]
LIKE AFFECTIONS,1,[4]
LIKE KIND,1,[2]
LIKE NATURE,1,[1]
LIKE REASON,1,[1]
LIKE SEPARATION,1,[2]
LIQUID KIND,1,[2]
LIQUID SUBSTANCE,1,[2]
LIVELY DESIRE,1,[4]
LOCRIS,1,[0]
LOFTY PLACES,1,[0]
LONG INTERVALS,1,[0]
LONG TIME,1,[0]
LOOSE CONSISTENCY,1,[4]
LOOSE NATURE,1,[3]
LUCIFER,1,[1]
MAN DRAWS,1,[3]
MAN EXPERIENCES,1,[4]
MAN PROLONG,1,[4]
MANKIND,1,[1]
MANNER AKIN,1,[4]
MANNER CONTRARY,2,"[1, 4]"
MANNER PENETRATE,1,[2]
MARS,1,[1]
MARVELLOUS ACTIONS,1,[0]
MASS RESUMES,1,[2]
MATERIAL BODIES,1,[1]
MEDICAL CUPPING-GLASSES,1,[4]
MEN LIKEST,1,[0]
MERCURY,1,[1]
MERE ACCIDENT,1,[0]
MERE LEGEND,1,[0]
MIGHTIER BOND,1,[1]
MIGHTY MOVEMENT,1,[1]
MIGHTY SOUL,1,[4]
MILITARY PURSUITS,1,[0]
MILITARY SKILL,1,[0]
MIND,1,[1]
MIND PERCEIVES IDEAS,1,[1]
MINUTE DISCUSSION,1,[4]
MODERATE PASTIME,1,[2]
MOIST PRINCIPLE,1,[2]
MOIST SUBSTANCE,1,[4]
MOISTER NATURE,1,[3]
MOON,1,[1]
MORNING STAR,1,[1]
MORTAL ANIMAL,2,"[1, 3]"
MORTAL BEINGS,1,[1]
MORTAL BODIES,1,[1]
MORTAL BODY,2,"[1, 3]"
MORTAL CREATURE,1,[1]
MORTAL MAN,1,[1]
MORTAL MEN,1,[0]
MORTAL MOTIONS,1,[4]
MORTAL NATURE,1,[3]
MORTAL PART,2,"[3, 4]"
MORTAL RACE,1,[3]
MORTAL SOUL,1,[3]
MOTHER SUBSTANCE,1,[2]
MOTION TENDS,1,[3]
MOTIONS AKIN,1,[1]
MOVEABLE MASS,1,[2]
MOVEMENTS-TO ATTEMPT,1,[1]
MUDDY SEA,2,"[4, 5]"
MUSES,1,[1]
MYSTERIOUS COINCIDENCE,1,[0]
MYSTERIOUS WAY PARTAKES,1,[2]
NAME IMMORTAL,1,[1]
NAME SWEET,1,[3]
NAMELESS KINDS,1,[2]
NAMES DESERVE,1,[3]
NARROW ENTRANCE,1,[0]
NARROW VEINS,1,[3]
NATIVE ELEMENT,1,[4]
NATIVE STAR,1,[1]
NATURAL AFFINITY,2,"[1, 4]"
NATURAL CONDITION,1,[3]
NATURAL CONDITIONS,1,[3]
NATURAL COURSES,1,[4]
NATURAL DEFENCE,1,[4]
NATURAL FORM,1,[1]
NATURAL MANNER,1,[4]
NATURAL MOTION,1,[4]
NATURAL ORDER,1,[4]
NATURAL PROCESS,1,[4]
NATURAL RECIPIENT,1,[2]
NATURAL RELEASE,1,[4]
NATURAL STATE,2,"[2, 3]"
NATURAL SWEETNESS,1,[3]
NATURAL TRUTH,1,[1]
NATURE ADMITS,1,[3]
NATURE AKIN,1,[3]
NATURE COOLNESS,1,[3]
NATURE FAIREST,1,[0]
NATURE FRIENDS,1,[0]
NATURE-THAT SORT,1,[3]
NATURES FIRE,1,[4]
NECESSARY CAUSES,1,[3]
NECESSARY KIND,1,[3]
NECESSARY LAWS,1,[3]
NECESSARY PURPOSES,1,[3]
NECESSARY REASON,1,[3]
NECESSITY CORPOREAL,1,[0]
NEGLECTS EDUCATION,1,[1]
NEITH,1,[0]
NEW AIR,1,[2]
NEW BEGINNING,1,[1]
NEW FLESH,1,[4]
NEW KIND,1,[2]
NILE,1,[0]
NINETY YEARS,1,[0]
NIOBE,1,[0]
NOBLEST DEEDS,1,[0]
NOBLEST RACE,1,[0]
NUMEROUS KINDS,1,[2]
NUMEROUS TRANSFORMATIONS,1,[1]
NUPTIAL MEETING,1,[0]
NUTRIMENT ABATES,1,[1]
OCEANUS,1,[1]
OILIEST SORT,1,[4]
OLD AGE,2,"[0, 4]"
OLD MAN,1,[0]
